week,region,country,betaMean,betaStd
2018-04-23/2018-04-29,Middle East,Qatar,0.22999081740152957,0.22497073835292866
2018-04-23/2018-04-29,Middle East,Saudi Arabia,-1.2700437729250533,0.09348857199365648
2018-04-23/2018-04-29,Middle East,Syria,2.182686062650186,0.053220739508365526
2018-04-23/2018-04-29,Middle East,Turkey,0.16306672608935777,0.07088974484939536
2018-04-23/2018-04-29,Middle East,Yemen,1.4358384483502096,0.12032617327568867
2018-04-30/2018-05-06,Middle East,Bahrain,-0.20058726905852922,0.0709217341195241
2018-04-30/2018-05-06,Middle East,Iran,0.6583481502965536,0.06550307319990861
2018-04-30/2018-05-06,Middle East,Iraq,0.16786088800510554,0.06525126360566168
2018-04-30/2018-05-06,Middle East,Israel,-1.3132047591440097,0.101633657600726
2018-04-30/2018-05-06,Middle East,Jordan,-0.9132706262725775,0.08869038329935539
2018-04-30/2018-05-06,Middle East,Kuwait,0.1781906375898619,0.24211429802886072
2018-04-30/2018-05-06,Middle East,Lebanon,-2.3757761960017154,0.13451677353262256
2018-04-30/2018-05-06,Middle East,Palestine,0.7662100278269258,0.060595374879279226
2018-04-30/2018-05-06,Middle East,Qatar,0.17159804339595947,0.23941359946828802
2018-04-30/2018-05-06,Middle East,Saudi Arabia,-1.243744484539534,0.10090792092978502
2018-04-30/2018-05-06,Middle East,Syria,2.157915149390116,0.05725824266392
2018-04-30/2018-05-06,Middle East,Turkey,0.4717123389266552,0.06249632149525336
2018-04-30/2018-05-06,Middle East,Yemen,1.4747480995851885,0.12534057344839697
2018-05-07/2018-05-13,Middle East,Bahrain,-0.27950471315181014,0.07351767675425805
2018-05-07/2018-05-13,Middle East,Iran,1.494254031197363,0.05584083012205333
2018-05-07/2018-05-13,Middle East,Iraq,0.4421048375392266,0.06127782322818023
2018-05-07/2018-05-13,Middle East,Israel,-1.242164589936805,0.1025939312530827
2018-05-07/2018-05-13,Middle East,Jordan,-1.1644414270087784,0.09618049991115635
2018-05-07/2018-05-13,Middle East,Kuwait,-3.3569145472390356,0.17556681432920052
2018-05-07/2018-05-13,Middle East,Lebanon,-0.7035663225267136,0.08627066123816982
2018-05-07/2018-05-13,Middle East,Palestine,1.2053144657187953,0.05441865463897693
2018-05-07/2018-05-13,Middle East,Qatar,-0.04480115656253957,0.2322597392943795
2018-05-07/2018-05-13,Middle East,Saudi Arabia,-0.25499423652090036,0.07185258708668205
2018-05-07/2018-05-13,Middle East,Syria,2.09879818767033,0.05191808444144465
2018-05-07/2018-05-13,Middle East,Turkey,0.0490266723494969,0.07091820582491608
2018-05-07/2018-05-13,Middle East,Yemen,1.7568887984713744,0.1149938116711108
2018-05-14/2018-05-20,Middle East,Bahrain,0.03204249376213358,0.06159029738610536
2018-05-14/2018-05-20,Middle East,Iran,0.776424395148608,0.05547277050311175
2018-05-14/2018-05-20,Middle East,Iraq,0.7548174918668025,0.0564388145893991
2018-05-14/2018-05-20,Middle East,Israel,-0.19310572804985612,0.07045455986678953
2018-05-14/2018-05-20,Middle East,Jordan,-0.7709816876704444,0.07625602788853578
2018-05-14/2018-05-20,Middle East,Kuwait,-3.5571941068802584,0.17482403002926133
2018-05-14/2018-05-20,Middle East,Lebanon,-1.4366926338066381,0.09870356497468699
2018-05-14/2018-05-20,Middle East,Palestine,1.3930784165766905,0.04868084257037494
2018-05-14/2018-05-20,Middle East,Qatar,-0.10199981482121442,0.21592410620964309
2018-05-14/2018-05-20,Middle East,Saudi Arabia,-0.7678377464076523,0.07668510837225982
2018-05-14/2018-05-20,Middle East,Syria,1.7351736731177534,0.04746985672988163
2018-05-14/2018-05-20,Middle East,Turkey,0.7921017004852113,0.05234337841839777
2018-05-14/2018-05-20,Middle East,Yemen,1.3441735466788611,0.09515990457418042
2018-05-21/2018-05-27,Middle East,Bahrain,-0.01960303636769887,0.06815981308194258
2018-05-21/2018-05-27,Middle East,Iran,0.6338908564224073,0.059910619513261675
2018-05-21/2018-05-27,Middle East,Iraq,0.3670249322984882,0.06050795642551833
2018-05-21/2018-05-27,Middle East,Israel,-1.0458607745761237,0.09835199651048045
2018-05-21/2018-05-27,Middle East,Jordan,-0.9880262897020251,0.08417040513868788
2018-05-21/2018-05-27,Middle East,Kuwait,0.12064311850623667,0.2628208677832088
2018-05-21/2018-05-27,Middle East,Lebanon,-1.2439985651414365,0.10244343443246455
2018-05-21/2018-05-27,Middle East,Palestine,0.3759299507510426,0.06434987535739356
2018-05-21/2018-05-27,Middle East,Qatar,0.08288637768929963,0.28021871973592294
