week,region,entropy,countryI,countryJ,flipProbability,hdiOverlap
2018-12-10/2018-12-16,Middle East,3.6425762448537737,Qatar,Saudi Arabia,1.0,False
2018-12-10/2018-12-16,Middle East,3.6425762448537737,Qatar,Syria,0.0,False
2018-12-10/2018-12-16,Middle East,3.6425762448537737,Qatar,Turkey,0.275,True
2018-12-10/2018-12-16,Middle East,3.6425762448537737,Qatar,Yemen,0.0,False
2018-12-10/2018-12-16,Middle East,3.6425762448537737,Saudi Arabia,Syria,0.0,False
2018-12-10/2018-12-16,Middle East,3.6425762448537737,Saudi Arabia,Turkey,0.0,False
2018-12-10/2018-12-16,Middle East,3.6425762448537737,Saudi Arabia,Yemen,0.0,False
2018-12-10/2018-12-16,Middle East,3.6425762448537737,Syria,Turkey,1.0,False
2018-12-10/2018-12-16,Middle East,3.6425762448537737,Syria,Yemen,1.0,True
2018-12-10/2018-12-16,Middle East,3.6425762448537737,Turkey,Yemen,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Iran,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Iraq,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Israel,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Jordan,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Kuwait,0.335,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Lebanon,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Palestine,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Qatar,0.355,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Saudi Arabia,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Syria,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Turkey,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Bahrain,Yemen,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iran,Iraq,0.3625,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iran,Israel,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iran,Jordan,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iran,Kuwait,0.835,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iran,Lebanon,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iran,Palestine,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iran,Qatar,0.8425,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iran,Saudi Arabia,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iran,Syria,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iran,Turkey,0.0075,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iran,Yemen,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iraq,Israel,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iraq,Jordan,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iraq,Kuwait,0.8675,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iraq,Lebanon,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iraq,Palestine,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iraq,Qatar,0.89,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iraq,Saudi Arabia,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iraq,Syria,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iraq,Turkey,0.0225,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Iraq,Yemen,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Israel,Jordan,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Israel,Kuwait,0.0125,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Israel,Lebanon,0.9975,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Israel,Palestine,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Israel,Qatar,0.0025,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Israel,Saudi Arabia,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Israel,Syria,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Israel,Turkey,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Israel,Yemen,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Jordan,Kuwait,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Jordan,Lebanon,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Jordan,Palestine,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Jordan,Qatar,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Jordan,Saudi Arabia,0.465,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Jordan,Syria,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Jordan,Turkey,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Jordan,Yemen,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Kuwait,Lebanon,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Kuwait,Palestine,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Kuwait,Qatar,0.465,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Kuwait,Saudi Arabia,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Kuwait,Syria,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Kuwait,Turkey,0.035,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Kuwait,Yemen,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Lebanon,Palestine,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Lebanon,Qatar,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Lebanon,Saudi Arabia,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Lebanon,Syria,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Lebanon,Turkey,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Lebanon,Yemen,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Palestine,Qatar,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Palestine,Saudi Arabia,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Palestine,Syria,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Palestine,Turkey,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Palestine,Yemen,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Qatar,Saudi Arabia,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Qatar,Syria,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Qatar,Turkey,0.0275,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Qatar,Yemen,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Saudi Arabia,Syria,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Saudi Arabia,Turkey,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Saudi Arabia,Yemen,0.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Syria,Turkey,1.0,False
2018-12-17/2018-12-23,Middle East,4.438258821084624,Syria,Yemen,0.5025,True
2018-12-17/2018-12-23,Middle East,4.438258821084624,Turkey,Yemen,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Iran,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Iraq,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Israel,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Jordan,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Kuwait,0.0025,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Lebanon,0.295,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Palestine,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Qatar,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Saudi Arabia,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Syria,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Turkey,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Bahrain,Yemen,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iran,Iraq,0.6775,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iran,Israel,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iran,Jordan,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iran,Kuwait,0.9875,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iran,Lebanon,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iran,Palestine,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iran,Qatar,0.98,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iran,Saudi Arabia,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iran,Syria,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iran,Turkey,0.905,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iran,Yemen,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iraq,Israel,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iraq,Jordan,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iraq,Kuwait,0.985,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iraq,Lebanon,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iraq,Palestine,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iraq,Qatar,0.9575,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iraq,Saudi Arabia,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iraq,Syria,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iraq,Turkey,0.835,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Iraq,Yemen,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Israel,Jordan,0.0675,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Israel,Kuwait,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Israel,Lebanon,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Israel,Palestine,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Israel,Qatar,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Israel,Saudi Arabia,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Israel,Syria,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Israel,Turkey,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Israel,Yemen,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Jordan,Kuwait,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Jordan,Lebanon,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Jordan,Palestine,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Jordan,Qatar,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Jordan,Saudi Arabia,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Jordan,Syria,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Jordan,Turkey,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Jordan,Yemen,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Kuwait,Lebanon,0.9875,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Kuwait,Palestine,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Kuwait,Qatar,0.4725,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Kuwait,Saudi Arabia,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Kuwait,Syria,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Kuwait,Turkey,0.07,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Kuwait,Yemen,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Lebanon,Palestine,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Lebanon,Qatar,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Lebanon,Saudi Arabia,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Lebanon,Syria,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Lebanon,Turkey,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Lebanon,Yemen,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Palestine,Qatar,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Palestine,Saudi Arabia,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Palestine,Syria,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Palestine,Turkey,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Palestine,Yemen,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Qatar,Saudi Arabia,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Qatar,Syria,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Qatar,Turkey,0.0875,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Qatar,Yemen,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Saudi Arabia,Syria,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Saudi Arabia,Turkey,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Saudi Arabia,Yemen,0.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Syria,Turkey,1.0,False
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Syria,Yemen,0.99,True
2018-12-24/2018-12-30,Middle East,3.2827806527846053,Turkey,Yemen,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Iran,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Iraq,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Israel,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Jordan,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Kuwait,0.015,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Lebanon,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Palestine,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Qatar,0.025,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Saudi Arabia,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Syria,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Turkey,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Bahrain,Yemen,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iran,Iraq,0.53,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iran,Israel,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iran,Jordan,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iran,Kuwait,0.76,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iran,Lebanon,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iran,Palestine,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iran,Qatar,0.7475,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iran,Saudi Arabia,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iran,Syria,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iran,Turkey,0.59,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iran,Yemen,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iraq,Israel,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iraq,Jordan,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iraq,Kuwait,0.755,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iraq,Lebanon,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iraq,Palestine,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iraq,Qatar,0.73,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iraq,Saudi Arabia,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iraq,Syria,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iraq,Turkey,0.585,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Iraq,Yemen,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Israel,Jordan,0.91,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Israel,Kuwait,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Israel,Lebanon,0.77,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Israel,Palestine,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Israel,Qatar,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Israel,Saudi Arabia,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Israel,Syria,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Israel,Turkey,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Israel,Yemen,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Jordan,Kuwait,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Jordan,Lebanon,0.26,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Jordan,Palestine,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Jordan,Qatar,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Jordan,Saudi Arabia,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Jordan,Syria,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Jordan,Turkey,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Jordan,Yemen,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Kuwait,Lebanon,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Kuwait,Palestine,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Kuwait,Qatar,0.495,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Kuwait,Saudi Arabia,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Kuwait,Syria,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Kuwait,Turkey,0.2625,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Kuwait,Yemen,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Lebanon,Palestine,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Lebanon,Qatar,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Lebanon,Saudi Arabia,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Lebanon,Syria,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Lebanon,Turkey,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Lebanon,Yemen,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Palestine,Qatar,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Palestine,Saudi Arabia,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Palestine,Syria,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Palestine,Turkey,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Palestine,Yemen,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Qatar,Saudi Arabia,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Qatar,Syria,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Qatar,Turkey,0.2675,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Qatar,Yemen,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Saudi Arabia,Syria,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Saudi Arabia,Turkey,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Saudi Arabia,Yemen,0.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Syria,Turkey,1.0,False
2018-12-31/2019-01-06,Middle East,4.968383716865827,Syria,Yemen,0.9775,True
2018-12-31/2019-01-06,Middle East,4.968383716865827,Turkey,Yemen,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Iran,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Iraq,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Israel,0.2,True
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Jordan,0.9975,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Kuwait,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Lebanon,0.9575,True
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Palestine,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Qatar,0.0025,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Saudi Arabia,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Syria,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Turkey,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Bahrain,Yemen,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iran,Iraq,0.1425,True
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iran,Israel,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iran,Jordan,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iran,Kuwait,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iran,Lebanon,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iran,Palestine,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iran,Qatar,0.855,True
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iran,Saudi Arabia,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iran,Syria,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iran,Turkey,0.2125,True
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iran,Yemen,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iraq,Israel,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iraq,Jordan,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iraq,Kuwait,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iraq,Lebanon,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iraq,Palestine,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iraq,Qatar,0.94,True
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iraq,Saudi Arabia,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iraq,Syria,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iraq,Turkey,0.6025,True
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Iraq,Yemen,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Israel,Jordan,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Israel,Kuwait,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Israel,Lebanon,0.9975,True
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Israel,Palestine,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Israel,Qatar,0.01,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Israel,Saudi Arabia,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Israel,Syria,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Israel,Turkey,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Israel,Yemen,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Jordan,Kuwait,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Jordan,Lebanon,0.025,True
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Jordan,Palestine,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Jordan,Qatar,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Jordan,Saudi Arabia,0.99,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Jordan,Syria,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Jordan,Turkey,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Jordan,Yemen,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Kuwait,Lebanon,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Kuwait,Palestine,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Kuwait,Qatar,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Kuwait,Saudi Arabia,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Kuwait,Syria,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Kuwait,Turkey,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Kuwait,Yemen,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Lebanon,Palestine,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Lebanon,Qatar,0.0025,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Lebanon,Saudi Arabia,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Lebanon,Syria,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Lebanon,Turkey,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Lebanon,Yemen,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Palestine,Qatar,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Palestine,Saudi Arabia,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Palestine,Syria,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Palestine,Turkey,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Palestine,Yemen,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Qatar,Saudi Arabia,1.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Qatar,Syria,0.0,False
2019-01-07/2019-01-13,Middle East,2.7936317747082025,Qatar,Turkey,0.0925,True
