week,region,entropy,countryI,countryJ,flipProbability,hdiOverlap
2021-06-14/2021-06-20,Middle East,1.749040172451033,Qatar,Yemen,0.0,False
2021-06-14/2021-06-20,Middle East,1.749040172451033,Saudi Arabia,Syria,0.0,False
2021-06-14/2021-06-20,Middle East,1.749040172451033,Saudi Arabia,Turkey,0.0,False
2021-06-14/2021-06-20,Middle East,1.749040172451033,Saudi Arabia,Yemen,0.0,False
2021-06-14/2021-06-20,Middle East,1.749040172451033,Syria,Turkey,1.0,False
2021-06-14/2021-06-20,Middle East,1.749040172451033,Syria,Yemen,1.0,False
2021-06-14/2021-06-20,Middle East,1.749040172451033,Turkey,Yemen,0.38,True
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Iran,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Iraq,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Israel,0.0025,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Jordan,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Kuwait,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Lebanon,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Palestine,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Qatar,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Saudi Arabia,0.905,True
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Syria,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Turkey,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Bahrain,Yemen,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iran,Iraq,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iran,Israel,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iran,Jordan,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iran,Kuwait,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iran,Lebanon,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iran,Palestine,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iran,Qatar,0.965,True
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iran,Saudi Arabia,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iran,Syria,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iran,Turkey,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iran,Yemen,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iraq,Israel,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iraq,Jordan,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iraq,Kuwait,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iraq,Lebanon,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iraq,Palestine,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iraq,Qatar,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iraq,Saudi Arabia,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iraq,Syria,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iraq,Turkey,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Iraq,Yemen,0.495,True
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Israel,Jordan,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Israel,Kuwait,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Israel,Lebanon,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Israel,Palestine,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Israel,Qatar,0.0075,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Israel,Saudi Arabia,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Israel,Syria,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Israel,Turkey,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Israel,Yemen,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Jordan,Kuwait,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Jordan,Lebanon,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Jordan,Palestine,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Jordan,Qatar,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Jordan,Saudi Arabia,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Jordan,Syria,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Jordan,Turkey,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Jordan,Yemen,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Kuwait,Lebanon,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Kuwait,Palestine,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Kuwait,Qatar,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Kuwait,Saudi Arabia,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Kuwait,Syria,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Kuwait,Turkey,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Kuwait,Yemen,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Lebanon,Palestine,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Lebanon,Qatar,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Lebanon,Saudi Arabia,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Lebanon,Syria,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Lebanon,Turkey,0.81,True
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Lebanon,Yemen,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Palestine,Qatar,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Palestine,Saudi Arabia,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Palestine,Syria,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Palestine,Turkey,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Palestine,Yemen,0.02,True
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Qatar,Saudi Arabia,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Qatar,Syria,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Qatar,Turkey,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Qatar,Yemen,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Saudi Arabia,Syria,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Saudi Arabia,Turkey,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Saudi Arabia,Yemen,0.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Syria,Turkey,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Syria,Yemen,1.0,False
2021-06-21/2021-06-27,Middle East,1.7385763580414257,Turkey,Yemen,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Iran,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Iraq,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Israel,0.005,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Jordan,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Kuwait,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Lebanon,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Palestine,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Qatar,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Saudi Arabia,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Syria,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Turkey,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Bahrain,Yemen,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iran,Iraq,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iran,Israel,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iran,Jordan,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iran,Kuwait,0.995,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iran,Lebanon,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iran,Palestine,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iran,Qatar,0.9975,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iran,Saudi Arabia,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iran,Syria,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iran,Turkey,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iran,Yemen,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iraq,Israel,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iraq,Jordan,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iraq,Kuwait,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iraq,Lebanon,0.045,True
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iraq,Palestine,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iraq,Qatar,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iraq,Saudi Arabia,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iraq,Syria,0.0125,True
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iraq,Turkey,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Iraq,Yemen,0.9725,True
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Israel,Jordan,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Israel,Kuwait,0.0025,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Israel,Lebanon,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Israel,Palestine,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Israel,Qatar,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Israel,Saudi Arabia,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Israel,Syria,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Israel,Turkey,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Israel,Yemen,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Jordan,Kuwait,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Jordan,Lebanon,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Jordan,Palestine,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Jordan,Qatar,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Jordan,Saudi Arabia,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Jordan,Syria,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Jordan,Turkey,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Jordan,Yemen,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Kuwait,Lebanon,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Kuwait,Palestine,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Kuwait,Qatar,0.4475,True
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Kuwait,Saudi Arabia,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Kuwait,Syria,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Kuwait,Turkey,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Kuwait,Yemen,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Lebanon,Palestine,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Lebanon,Qatar,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Lebanon,Saudi Arabia,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Lebanon,Syria,0.32,True
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Lebanon,Turkey,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Lebanon,Yemen,1.0,True
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Palestine,Qatar,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Palestine,Saudi Arabia,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Palestine,Syria,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Palestine,Turkey,0.7975,True
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Palestine,Yemen,0.2525,True
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Qatar,Saudi Arabia,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Qatar,Syria,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Qatar,Turkey,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Qatar,Yemen,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Saudi Arabia,Syria,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Saudi Arabia,Turkey,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Saudi Arabia,Yemen,0.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Syria,Turkey,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Syria,Yemen,1.0,False
2021-06-28/2021-07-04,Middle East,2.9092076031114633,Turkey,Yemen,0.1075,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Iran,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Iraq,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Israel,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Jordan,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Kuwait,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Lebanon,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Palestine,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Qatar,0.0075,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Saudi Arabia,0.0025,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Syria,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Turkey,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Bahrain,Yemen,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iran,Iraq,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iran,Israel,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iran,Jordan,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iran,Kuwait,0.9975,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iran,Lebanon,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iran,Palestine,0.0,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iran,Qatar,0.9925,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iran,Saudi Arabia,0.9925,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iran,Syria,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iran,Turkey,0.9975,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iran,Yemen,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iraq,Israel,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iraq,Jordan,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iraq,Kuwait,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iraq,Lebanon,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iraq,Palestine,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iraq,Qatar,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iraq,Saudi Arabia,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iraq,Syria,0.045,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iraq,Turkey,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Iraq,Yemen,0.31,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Israel,Jordan,0.09,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Israel,Kuwait,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Israel,Lebanon,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Israel,Palestine,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Israel,Qatar,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Israel,Saudi Arabia,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Israel,Syria,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Israel,Turkey,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Israel,Yemen,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Jordan,Kuwait,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Jordan,Lebanon,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Jordan,Palestine,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Jordan,Qatar,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Jordan,Saudi Arabia,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Jordan,Syria,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Jordan,Turkey,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Jordan,Yemen,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Kuwait,Lebanon,0.4625,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Kuwait,Palestine,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Kuwait,Qatar,0.54,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Kuwait,Saudi Arabia,0.5125,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Kuwait,Syria,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Kuwait,Turkey,0.0525,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Kuwait,Yemen,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Lebanon,Palestine,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Lebanon,Qatar,0.5575,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Lebanon,Saudi Arabia,0.5225,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Lebanon,Syria,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Lebanon,Turkey,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Lebanon,Yemen,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Palestine,Qatar,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Palestine,Saudi Arabia,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Palestine,Syria,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Palestine,Turkey,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Palestine,Yemen,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Qatar,Saudi Arabia,0.4875,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Qatar,Syria,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Qatar,Turkey,0.0475,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Qatar,Yemen,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Saudi Arabia,Syria,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Saudi Arabia,Turkey,0.045,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Saudi Arabia,Yemen,0.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Syria,Turkey,1.0,False
2021-07-05/2021-07-11,Middle East,4.567650356454033,Syria,Yemen,0.675,True
2021-07-05/2021-07-11,Middle East,4.567650356454033,Turkey,Yemen,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Iran,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Iraq,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Israel,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Jordan,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Kuwait,0.005,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Lebanon,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Palestine,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Qatar,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Saudi Arabia,0.0025,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Syria,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Turkey,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Bahrain,Yemen,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iran,Iraq,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iran,Israel,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iran,Jordan,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iran,Kuwait,0.9825,True
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iran,Lebanon,0.065,True
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iran,Palestine,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iran,Qatar,0.99,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iran,Saudi Arabia,0.99,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iran,Syria,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iran,Turkey,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iran,Yemen,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iraq,Israel,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iraq,Jordan,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iraq,Kuwait,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iraq,Lebanon,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iraq,Palestine,0.9975,True
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iraq,Qatar,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iraq,Saudi Arabia,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iraq,Syria,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iraq,Turkey,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Iraq,Yemen,0.4725,True
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Israel,Jordan,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Israel,Kuwait,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Israel,Lebanon,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Israel,Palestine,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Israel,Qatar,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Israel,Saudi Arabia,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Israel,Syria,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Israel,Turkey,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Israel,Yemen,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Jordan,Kuwait,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Jordan,Lebanon,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Jordan,Palestine,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Jordan,Qatar,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Jordan,Saudi Arabia,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Jordan,Syria,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Jordan,Turkey,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Jordan,Yemen,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Kuwait,Lebanon,0.0075,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Kuwait,Palestine,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Kuwait,Qatar,0.5225,True
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Kuwait,Saudi Arabia,0.485,True
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Kuwait,Syria,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Kuwait,Turkey,0.145,True
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Kuwait,Yemen,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Lebanon,Palestine,0.055,True
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Lebanon,Qatar,0.9975,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Lebanon,Saudi Arabia,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Lebanon,Syria,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Lebanon,Turkey,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Lebanon,Yemen,0.005,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Palestine,Qatar,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Palestine,Saudi Arabia,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Palestine,Syria,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Palestine,Turkey,1.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Palestine,Yemen,0.0325,True
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Qatar,Saudi Arabia,0.53,True
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Qatar,Syria,0.0,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Qatar,Turkey,0.125,True
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Qatar,Yemen,0.0025,False
2021-07-12/2021-07-18,Middle East,3.7329446275112095,Saudi Arabia,Syria,0.0,False
