week,region,entropy,countryI,countryJ,flipProbability,hdiOverlap,entropyReliable
2019-04-01/2019-04-07,Northern Africa,0.9666046350780128,Egypt,Morocco,0.0,False,True
2019-04-01/2019-04-07,Northern Africa,0.9666046350780128,Egypt,Sudan,0.0,False,True
2019-04-01/2019-04-07,Northern Africa,0.9666046350780128,Egypt,Tunisia,0.0,False,True
2019-04-01/2019-04-07,Northern Africa,0.9666046350780128,Libya,Morocco,0.0325,True,True
2019-04-01/2019-04-07,Northern Africa,0.9666046350780128,Libya,Sudan,0.505,True,True
2019-04-01/2019-04-07,Northern Africa,0.9666046350780128,Libya,Tunisia,0.0,False,True
2019-04-01/2019-04-07,Northern Africa,0.9666046350780128,Morocco,Sudan,0.955,True,True
2019-04-01/2019-04-07,Northern Africa,0.9666046350780128,Morocco,Tunisia,0.0,False,True
2019-04-01/2019-04-07,Northern Africa,0.9666046350780128,Sudan,Tunisia,0.0,False,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Algeria,Egypt,1.0,False,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Algeria,Libya,0.005,False,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Algeria,Morocco,1.0,False,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Algeria,Sudan,0.4425,True,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Algeria,Tunisia,0.57,True,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Egypt,Libya,0.0,False,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Egypt,Morocco,0.105,True,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Egypt,Sudan,0.0,False,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Egypt,Tunisia,0.0,False,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Libya,Morocco,1.0,False,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Libya,Sudan,0.9875,True,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Libya,Tunisia,1.0,False,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Morocco,Sudan,0.0,False,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Morocco,Tunisia,0.0,False,True
2019-04-08/2019-04-14,Northern Africa,2.144088965354726,Sudan,Tunisia,0.66,True,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Algeria,Egypt,1.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Algeria,Libya,0.2075,True,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Algeria,Morocco,1.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Algeria,Sudan,1.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Algeria,Tunisia,0.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Egypt,Libya,0.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Egypt,Morocco,0.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Egypt,Sudan,0.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Egypt,Tunisia,0.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Libya,Morocco,1.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Libya,Sudan,1.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Libya,Tunisia,0.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Morocco,Sudan,0.23,True,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Morocco,Tunisia,0.0,False,True
2019-04-15/2019-04-21,Northern Africa,1.049014982660431,Sudan,Tunisia,0.0,False,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Algeria,Egypt,1.0,False,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Algeria,Libya,0.93,True,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Algeria,Morocco,1.0,False,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Algeria,Sudan,0.965,True,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Algeria,Tunisia,0.9875,True,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Egypt,Libya,0.0,False,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Egypt,Morocco,0.0,False,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Egypt,Sudan,0.0,False,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Egypt,Tunisia,0.0,False,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Libya,Morocco,1.0,False,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Libya,Sudan,0.675,True,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Libya,Tunisia,0.7375,True,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Morocco,Sudan,0.0,False,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Morocco,Tunisia,0.0,False,True
2019-04-22/2019-04-28,Northern Africa,1.9765135404735097,Sudan,Tunisia,0.6275,True,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Algeria,Egypt,1.0,False,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Algeria,Libya,0.0525,True,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Algeria,Morocco,1.0,False,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Algeria,Sudan,0.955,True,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Algeria,Tunisia,0.57,True,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Egypt,Libya,0.0,False,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Egypt,Morocco,0.0,False,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Egypt,Sudan,0.0,False,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Egypt,Tunisia,0.0,False,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Libya,Morocco,1.0,False,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Libya,Sudan,1.0,False,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Libya,Tunisia,0.9625,True,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Morocco,Sudan,0.0025,False,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Morocco,Tunisia,0.0,False,True
2019-04-29/2019-05-05,Northern Africa,1.347033382683794,Sudan,Tunisia,0.06,True,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Algeria,Egypt,1.0,False,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Algeria,Libya,1.0,False,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Algeria,Morocco,1.0,False,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Algeria,Sudan,0.9975,False,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Algeria,Tunisia,1.0,False,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Egypt,Libya,0.0,False,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Egypt,Morocco,0.31,True,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Egypt,Sudan,0.0,False,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Egypt,Tunisia,0.0,False,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Libya,Morocco,1.0,False,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Libya,Sudan,0.1575,True,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Libya,Tunisia,0.375,True,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Morocco,Sudan,0.0,False,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Morocco,Tunisia,0.0,False,True
2019-05-06/2019-05-12,Northern Africa,2.0936685264002635,Sudan,Tunisia,0.755,True,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Algeria,Egypt,1.0,False,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Algeria,Libya,1.0,False,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Algeria,Morocco,1.0,False,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Algeria,Sudan,1.0,False,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Algeria,Tunisia,1.0,False,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Egypt,Libya,0.0,False,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Egypt,Morocco,0.0,False,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Egypt,Sudan,0.0,False,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Egypt,Tunisia,0.0,False,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Libya,Morocco,0.0,False,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Libya,Sudan,0.0025,False,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Libya,Tunisia,0.175,True,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Morocco,Sudan,0.445,True,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Morocco,Tunisia,0.955,True,True
2019-05-13/2019-05-19,Northern Africa,1.445035264939203,Sudan,Tunisia,0.955,True,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Algeria,Egypt,1.0,False,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Algeria,Libya,1.0,False,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Algeria,Morocco,1.0,False,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Algeria,Sudan,1.0,False,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Algeria,Tunisia,1.0,False,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Egypt,Libya,0.8525,True,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Egypt,Morocco,1.0,False,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Egypt,Sudan,0.6825,True,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Egypt,Tunisia,0.9275,True,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Libya,Morocco,1.0,False,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Libya,Sudan,0.3075,True,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Libya,Tunisia,0.6775,True,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Morocco,Sudan,0.0,False,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Morocco,Tunisia,0.005,False,True
2019-05-20/2019-05-26,Northern Africa,2.441218373500057,Sudan,Tunisia,0.855,True,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Algeria,Egypt,1.0,False,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Algeria,Libya,0.99,False,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Algeria,Morocco,0.5425,True,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Algeria,Sudan,0.79,True,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Algeria,Tunisia,1.0,False,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Egypt,Libya,0.03,True,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Egypt,Morocco,0.0,False,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Egypt,Sudan,0.0,False,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Egypt,Tunisia,0.7475,True,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Libya,Morocco,0.0025,False,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Libya,Sudan,0.05,True,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Libya,Tunisia,1.0,False,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Morocco,Sudan,0.7825,True,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Morocco,Tunisia,1.0,False,True
2019-05-27/2019-06-02,Northern Africa,2.398822920563755,Sudan,Tunisia,1.0,False,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Algeria,Egypt,1.0,False,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Algeria,Libya,0.9775,True,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Algeria,Morocco,1.0,False,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Algeria,Sudan,0.0425,True,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Algeria,Tunisia,1.0,False,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Egypt,Libya,0.0,False,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Egypt,Morocco,0.0375,True,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Egypt,Sudan,0.0,False,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Egypt,Tunisia,0.6925,True,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Libya,Morocco,0.9925,False,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Libya,Sudan,0.0,False,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Libya,Tunisia,1.0,False,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Morocco,Sudan,0.0,False,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Morocco,Tunisia,0.9925,False,True
2019-06-03/2019-06-09,Northern Africa,1.1121126397399366,Sudan,Tunisia,1.0,False,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Algeria,Egypt,1.0,False,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Algeria,Libya,1.0,False,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Algeria,Morocco,1.0,False,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Algeria,Sudan,1.0,False,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Algeria,Tunisia,1.0,False,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Egypt,Libya,0.0625,True,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Egypt,Morocco,0.995,True,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Egypt,Sudan,0.995,False,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Egypt,Tunisia,0.4225,True,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Libya,Morocco,1.0,False,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Libya,Sudan,1.0,False,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Libya,Tunisia,0.8975,True,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Morocco,Sudan,0.66,True,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Morocco,Tunisia,0.015,False,True
2019-06-10/2019-06-16,Northern Africa,1.8797251196809424,Sudan,Tunisia,0.0025,False,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Algeria,Egypt,1.0,False,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Algeria,Libya,1.0,False,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Algeria,Morocco,1.0,False,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Algeria,Sudan,0.995,False,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Algeria,Tunisia,1.0,False,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Egypt,Libya,0.16,True,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Egypt,Morocco,0.9975,False,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Egypt,Sudan,0.0025,False,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Egypt,Tunisia,0.22,True,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Libya,Morocco,1.0,False,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Libya,Sudan,0.02,True,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Libya,Tunisia,0.5575,True,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Morocco,Sudan,0.0,False,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Morocco,Tunisia,0.0,False,True
2019-06-17/2019-06-23,Northern Africa,1.6558343452194848,Sudan,Tunisia,0.9875,True,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Algeria,Egypt,1.0,False,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Algeria,Libya,1.0,False,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Algeria,Morocco,1.0,False,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Algeria,Sudan,0.98,True,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Algeria,Tunisia,1.0,False,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Egypt,Libya,0.815,True,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Egypt,Morocco,1.0,False,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Egypt,Sudan,0.0,False,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Egypt,Tunisia,0.9475,True,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Libya,Morocco,0.9975,False,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Libya,Sudan,0.0,False,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Libya,Tunisia,0.765,True,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Morocco,Sudan,0.0,False,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Morocco,Tunisia,0.025,True,True
2019-06-24/2019-06-30,Northern Africa,1.344422294793499,Sudan,Tunisia,1.0,False,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Algeria,Egypt,1.0,False,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Algeria,Libya,0.98,True,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Algeria,Morocco,1.0,False,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Algeria,Sudan,0.0875,True,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Algeria,Tunisia,1.0,False,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Egypt,Libya,0.04,True,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Egypt,Morocco,1.0,False,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Egypt,Sudan,0.0,False,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Egypt,Tunisia,0.9875,True,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Libya,Morocco,1.0,False,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Libya,Sudan,0.0,False,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Libya,Tunisia,1.0,False,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Morocco,Sudan,0.0,False,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Morocco,Tunisia,0.0,False,True
2019-07-01/2019-07-07,Northern Africa,0.6219487103593566,Sudan,Tunisia,1.0,False,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Algeria,Egypt,1.0,False,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Algeria,Libya,0.33,True,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Algeria,Morocco,0.735,True,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Algeria,Sudan,1.0,False,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Algeria,Tunisia,1.0,False,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Egypt,Libya,0.0,False,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Egypt,Morocco,0.0,False,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Egypt,Sudan,0.4025,True,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Egypt,Tunisia,0.0275,True,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Libya,Morocco,0.83,True,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Libya,Sudan,1.0,False,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Libya,Tunisia,1.0,False,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Morocco,Sudan,1.0,False,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Morocco,Tunisia,1.0,False,True
2019-07-08/2019-07-14,Northern Africa,2.359099635741637,Sudan,Tunisia,0.035,True,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Algeria,Egypt,0.9975,False,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Algeria,Libya,0.91,True,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Algeria,Morocco,0.995,False,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Algeria,Sudan,0.005,True,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Algeria,Tunisia,1.0,False,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Egypt,Libya,0.06,True,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Egypt,Morocco,0.4525,True,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Egypt,Sudan,0.0,False,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Egypt,Tunisia,0.6875,True,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Libya,Morocco,0.9075,True,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Libya,Sudan,0.0,False,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Libya,Tunisia,0.99,True,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Morocco,Sudan,0.0,False,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Morocco,Tunisia,0.74,True,True
2019-07-15/2019-07-21,Northern Africa,2.4099312766957706,Sudan,Tunisia,1.0,False,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Algeria,Egypt,1.0,False,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Algeria,Libya,0.9025,True,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Algeria,Morocco,1.0,False,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Algeria,Sudan,0.5775,True,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Algeria,Tunisia,1.0,False,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Egypt,Libya,0.0125,True,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Egypt,Morocco,0.9575,True,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Egypt,Sudan,0.0,False,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Egypt,Tunisia,0.99,True,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Libya,Morocco,1.0,False,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Libya,Sudan,0.1225,True,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Libya,Tunisia,1.0,False,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Morocco,Sudan,0.0,False,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Morocco,Tunisia,0.6175,True,True
2019-07-22/2019-07-28,Northern Africa,2.1433585569268936,Sudan,Tunisia,1.0,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Algeria,Egypt,1.0,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Algeria,Libya,0.9975,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Algeria,Morocco,1.0,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Algeria,Sudan,0.0,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Algeria,Tunisia,1.0,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Egypt,Libya,0.0,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Egypt,Morocco,0.4775,True,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Egypt,Sudan,0.0,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Egypt,Tunisia,0.465,True,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Libya,Morocco,1.0,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Libya,Sudan,0.0,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Libya,Tunisia,1.0,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Morocco,Sudan,0.0,False,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Morocco,Tunisia,0.4625,True,True
2019-07-29/2019-08-04,Northern Africa,1.7992194827133758,Sudan,Tunisia,1.0,False,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Algeria,Egypt,1.0,False,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Algeria,Libya,1.0,False,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Algeria,Morocco,1.0,False,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Algeria,Sudan,1.0,False,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Algeria,Tunisia,0.9975,False,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Egypt,Libya,0.01,False,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Egypt,Morocco,0.1425,True,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Egypt,Sudan,0.005,False,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Egypt,Tunisia,0.0025,False,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Libya,Morocco,0.9175,True,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Libya,Sudan,0.3825,True,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Libya,Tunisia,0.2475,True,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Morocco,Sudan,0.055,True,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Morocco,Tunisia,0.01,True,True
2019-08-05/2019-08-11,Northern Africa,2.4538887164167886,Sudan,Tunisia,0.2925,True,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Algeria,Egypt,1.0,False,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Algeria,Libya,0.1475,True,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Algeria,Morocco,1.0,False,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Algeria,Sudan,1.0,False,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Algeria,Tunisia,0.8925,True,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Egypt,Libya,0.0,False,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Egypt,Morocco,1.0,False,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Egypt,Sudan,1.0,False,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Egypt,Tunisia,0.015,True,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Libya,Morocco,1.0,False,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Libya,Sudan,1.0,False,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Libya,Tunisia,0.9975,True,True
2019-08-12/2019-08-18,Northern Africa,1.4611034355700223,Morocco,Sudan,0.6675,True,True
