week,region,meanAbsBeta,maxBeta,maxStd,topCountry,secondCountry,firstMinusSecond,meanAbsBetaChange,maxBetaChange,meanUncertainty,hdiOverlapRate,entropy,entropyReliable,PC1,PC2,cluster,clusterLabel
2022-10-10/2022-10-16,Caucasus and Central Asia,0.4918316793476172,1.3219928079886225,0.1544196960749315,Afghanistan,Azerbaijan,1.009539188171025,0.1108311187409226,0.0224808565373728,0.2869444444444444,0.6666666666666666,5.264555693830614,True,2.2984870218446174,0.4546419009195794,2,Chaotic multi-front escalation
2022-10-17/2022-10-23,Caucasus and Central Asia,0.5140276271373028,1.5052750908696269,0.203039977307833,Afghanistan,Uzbekistan,1.1838631272401454,0.0221959477896855,0.1832822828810043,0.3608333333333333,0.75,5.526719624697921,True,3.0740493950175467,1.1508162490062752,2,Chaotic multi-front escalation
2022-10-24/2022-10-30,Caucasus and Central Asia,0.7342103354698293,1.830415579382492,0.2014044193627866,Afghanistan,Kyrgyzstan,0.8874844210985428,0.2201827083325265,0.3251404885128652,0.2206944444444444,0.6388888888888888,4.867350726696172,True,1.7300452806077742,1.250272572074162,2,Chaotic multi-front escalation
2022-10-31/2022-11-06,Caucasus and Central Asia,0.6019188854984618,1.6173673266347437,0.2358654067547996,Afghanistan,Kazakhstan,1.06448659573827,-0.1322914499713674,-0.2130482527477484,0.3651388888888889,0.7777777777777778,5.744938672833768,True,3.537318831071109,0.5997299218237284,2,Chaotic multi-front escalation
2022-11-07/2022-11-13,Caucasus and Central Asia,0.5577968831671579,1.298933882847194,0.1824456179043775,Afghanistan,Kazakhstan,0.8041207399714615,-0.0441220023313039,-0.3184334437875498,0.2748611111111111,0.6388888888888888,5.19784946789405,True,2.5735959456826087,-0.28158262039055393,0,Contested but quiet
2022-11-14/2022-11-20,Caucasus and Central Asia,0.5291434044723896,1.5971815470353798,0.1813759670521084,Afghanistan,Turkmenistan,1.3536587957517876,-0.0286534786947683,0.2982476641881859,0.2973611111111111,0.75,5.31552157369434,True,2.6680377837092135,1.2215211144789149,2,Chaotic multi-front escalation
2022-11-21/2022-11-27,Caucasus and Central Asia,0.5722547498407073,0.8635619031253912,0.1633054753197798,Afghanistan,Kazakhstan,0.3481814739380584,0.0431113453683177,-0.7336196439099887,0.2768055555555555,0.6666666666666666,5.442339141177029,True,2.596634967207545,-1.302713310604188,0,Contested but quiet
2022-11-28/2022-12-04,Caucasus and Central Asia,0.4444677910205463,0.9452501266904576,0.1989468337481612,Afghanistan,Azerbaijan,0.1584379290451582,-0.127786958820161,0.0816882235650664,0.3691666666666666,0.7777777777777778,5.6073535557381335,True,3.34794248108548,-0.4879289918748449,0,Contested but quiet
2022-12-05/2022-12-11,Caucasus and Central Asia,0.5019822181132336,1.428801145540573,0.1812857881952012,Afghanistan,Kazakhstan,0.8661142171978521,0.0575144270926872,0.4835510188501153,0.3480555555555555,0.6944444444444444,5.731684415567049,True,2.5714696404108484,1.034997834638523,2,Chaotic multi-front escalation
2022-12-12/2022-12-18,Caucasus and Central Asia,0.6665526598030492,1.0095723830272747,0.1839713751560626,Afghanistan,Kazakhstan,0.1562445404633573,0.1645704416898156,-0.4192287625132982,0.2402777777777777,0.6666666666666666,5.258527133379779,True,2.2266822515005043,-0.8162651024996331,0,Contested but quiet
2022-12-19/2022-12-25,Caucasus and Central Asia,0.7552953373392521,1.303949906752347,0.1734080648087182,Afghanistan,Kazakhstan,0.5606410853720919,0.0887426775362029,0.2943775237250723,0.1794444444444444,0.3888888888888889,4.407320923502547,True,0.9971219833891357,0.09299434144541237,0,Contested but quiet
2022-12-26/2023-01-01,Caucasus and Central Asia,0.7420050102132902,1.969448691183149,0.1947502601220166,Afghanistan,Azerbaijan,1.1117039967126914,-0.0132903271259618,0.665498784430802,0.1873611111111111,0.5277777777777778,4.427437131971551,True,1.3701507743491643,1.3891238298214894,2,Chaotic multi-front escalation
2023-01-02/2023-01-08,Caucasus and Central Asia,0.6289660142561169,1.7876106729244576,0.2017167800185933,Afghanistan,Azerbaijan,1.4095021227258924,-0.1130389959571733,-0.1818380182586914,0.3155555555555555,0.6666666666666666,5.358944905229672,True,2.8139139892436833,0.7920071235532052,2,Chaotic multi-front escalation
2023-01-09/2023-01-15,Caucasus and Central Asia,0.6014669590548505,1.3630352292039658,0.1996858612490364,Afghanistan,Kazakhstan,0.4572430651970426,-0.0274990552012663,-0.4245754437204918,0.2595833333333333,0.6944444444444444,5.456660709963662,True,2.6819049293432915,-0.5868267461178271,0,Contested but quiet
2023-01-16/2023-01-22,Caucasus and Central Asia,0.6309922239518282,1.4989597591015873,0.1864719037032172,Afghanistan,Kazakhstan,0.4645092452020285,0.0295252648969777,0.1359245298976215,0.2829166666666667,0.6944444444444444,5.396351550910715,True,2.312369356142132,0.2052817832834849,0,Contested but quiet
2023-01-23/2023-01-29,Caucasus and Central Asia,0.6857343017366079,2.049796722789341,0.2199283284343259,Afghanistan,Kazakhstan,1.4612397973297933,0.0547420777847796,0.5508369636877537,0.2798611111111111,0.5833333333333334,5.276677274588838,True,2.1013716439590184,2.0247987863945154,2,Chaotic multi-front escalation
2023-01-30/2023-02-05,Caucasus and Central Asia,0.703215177729354,2.0215192771538635,0.1791272557285903,Afghanistan,Kazakhstan,1.249493925226079,0.0174808759927461,-0.0282774456354775,0.1861111111111111,0.5,4.377029433806193,True,1.5004096914113194,0.7078636879855054,2,Chaotic multi-front escalation
2023-02-06/2023-02-12,Caucasus and Central Asia,0.6316723902832542,1.4301430597651328,0.2312131636569919,Afghanistan,Georgia,0.5082619407046736,-0.0715427874460998,-0.5913762173887307,0.28375,0.6666666666666666,5.446162958674501,True,3.01218834673377,-0.5995536508514899,0,Contested but quiet
2023-02-13/2023-02-19,Caucasus and Central Asia,0.7393887764867555,1.700342577534956,0.1927045282108783,Afghanistan,Kazakhstan,1.1408881698093245,0.1077163862035013,0.2701995177698233,0.2283333333333333,0.5,4.691339017674775,True,1.567007887604815,1.0865617694102427,2,Chaotic multi-front escalation
2023-02-20/2023-02-26,Caucasus and Central Asia,0.5177377397173173,1.2886779731884692,0.2007413421871249,Afghanistan,Azerbaijan,0.8385668730134501,-0.2216510367694382,-0.4116646043464869,0.3295833333333333,0.6944444444444444,5.496623060521148,True,3.2620532348975138,-0.445469689617947,0,Contested but quiet
2023-02-27/2023-03-05,Caucasus and Central Asia,0.5020797996413116,1.3757203099457385,0.1942559531876351,Afghanistan,Azerbaijan,0.7442438439979335,-0.0156579400760057,0.0870423367572692,0.2873611111111111,0.7222222222222222,5.4265764060967605,True,2.7431356944983554,0.2946403441131046,2,Chaotic multi-front escalation
2023-03-06/2023-03-12,Caucasus and Central Asia,0.7013200828051219,1.3856243221671056,0.1411833636882661,Afghanistan,Azerbaijan,0.3685167964421727,0.1992402831638103,0.0099040122213671,0.135,0.4166666666666667,3.589756689788138,True,0.6974684674786882,-0.42829716923989636,0,Contested but quiet
2023-03-13/2023-03-19,Caucasus and Central Asia,0.7538530030284556,1.5133399225799768,0.1690347625811529,Afghanistan,Azerbaijan,0.3024232475040973,0.0525329202233336,0.1277156004128712,0.1577777777777777,0.4444444444444444,4.0264500837596815,True,1.017429990344924,-0.3342589363894439,0,Contested but quiet
2023-03-20/2023-03-26,Caucasus and Central Asia,0.830348393401464,1.7515319938828362,0.2011511823615135,Afghanistan,Azerbaijan,0.5489911020046694,0.0764953903730084,0.2381920713028593,0.1531944444444444,0.4722222222222222,4.073053582892609,True,1.1378934046450593,0.362045858987125,0,Contested but quiet
2023-03-27/2023-04-02,Caucasus and Central Asia,0.4980835000337088,0.9123972926836552,0.166175132109085,Afghanistan,Azerbaijan,0.070796664161215,-0.3322648933677552,-0.839134701199181,0.2738888888888888,0.6944444444444444,5.524103383979098,True,3.0540561857253246,-2.2797914537494886,0,Contested but quiet
2023-04-03/2023-04-09,Caucasus and Central Asia,0.6159373820299004,1.6329601773737108,0.2007726248623387,Afghanistan,Azerbaijan,1.080114474396392,0.1178538819961916,0.7205628846900556,0.2631944444444444,0.6944444444444444,5.274854748136563,True,2.1355954532770767,1.6922192795959992,2,Chaotic multi-front escalation
2023-04-10/2023-04-16,Caucasus and Central Asia,0.6872194027099868,1.5701465947401874,0.1582033053527765,Afghanistan,Kazakhstan,0.7522429354040753,0.0712820206800863,-0.0628135826335234,0.2077777777777777,0.5555555555555556,4.5198786726308064,True,1.5426771691421717,0.047044046616019394,0,Contested but quiet
2023-04-17/2023-04-23,Caucasus and Central Asia,0.4252096544762184,0.8782925583847287,0.2278860461327147,Afghanistan,Kazakhstan,0.385652732128717,-0.2620097482337684,-0.6918540363554586,0.3843055555555555,0.8055555555555556,5.731007974055677,True,4.188360529360932,-1.2191159797700972,0,Contested but quiet
2023-04-24/2023-04-30,Caucasus and Central Asia,0.9497992931183512,1.2910110558506112,0.160457675424836,Kazakhstan,Afghanistan,0.1137330041159034,0.5245896386421327,0.4127184974658824,0.0816666666666666,0.3055555555555556,3.0521744917596147,True,-0.3292935399810644,0.276676935358214,3,Calm / steady-ranking
2023-05-01/2023-05-07,Caucasus and Central Asia,0.3593872085794534,1.1760813381311126,0.2194613532740078,Afghanistan,Uzbekistan,0.9883540198324472,-0.5904120845388978,-0.1149297177194985,0.5090277777777777,0.75,5.833739685947149,True,4.562464390825413,-0.24270818116446347,0,Contested but quiet
2023-05-08/2023-05-14,Caucasus and Central Asia,0.5903123303044087,1.352582030707508,0.1864664074913094,Afghanistan,Azerbaijan,0.8551444972426705,0.2309251217249552,0.1765006925763954,0.3025,0.6388888888888888,5.407408184895664,True,2.2291686272467763,0.8639058688318306,2,Chaotic multi-front escalation
2023-05-15/2023-05-21,Caucasus and Central Asia,0.5463796850653104,1.6770627951820114,0.2085817243461259,Afghanistan,Armenia,1.3773986924838528,-0.0439326452390982,0.3244807644745033,0.3555555555555555,0.7222222222222222,5.525310960757747,True,2.985962296612177,1.4848662054624193,2,Chaotic multi-front escalation
2023-05-22/2023-05-28,Caucasus and Central Asia,0.8679112213680853,1.7688467907991434,0.1939589560816999,Afghanistan,Azerbaijan,0.976846775033434,0.3215315363027748,0.091783995617132,0.1963888888888889,0.4444444444444444,4.893458436948398,True,1.0449131026868748,1.0634483639392538,2,Chaotic multi-front escalation
2023-05-29/2023-06-04,Caucasus and Central Asia,0.7988100445117783,1.3491997575801,0.1945719872807372,Afghanistan,Azerbaijan,0.0705151720914369,-0.069101176856307,-0.4196470332190434,0.2144444444444444,0.5833333333333334,5.01457151481727,True,1.97247896764814,-1.1135876357273857,0,Contested but quiet
2023-06-05/2023-06-11,Caucasus and Central Asia,0.6380587947616712,1.2247856960363814,0.1841563221801599,Azerbaijan,Afghanistan,0.2523312696415246,-0.1607512497501071,-0.1244140615437185,0.2308333333333333,0.6388888888888888,4.972265086611387,True,2.280460168280974,-0.855876582229929,0,Contested but quiet
2023-06-12/2023-06-18,Caucasus and Central Asia,0.5579278353892774,1.1972936146175426,0.1913013890800923,Azerbaijan,Afghanistan,0.3433050098294989,-0.0801309593723937,-0.0274920814188388,0.2534722222222222,0.6666666666666666,5.101454187390897,True,2.491975939881632,-0.49659756263898774,0,Contested but quiet
2023-06-19/2023-06-25,Caucasus and Central Asia,0.4251298583799935,0.7602903465484401,0.1570406947434822,Azerbaijan,Afghanistan,0.2899959169338205,-0.1327979770092838,-0.4370032680691025,0.3179166666666667,0.6944444444444444,5.370851034398598,True,2.96858227103692,-1.3602037470221755,0,Contested but quiet
2023-06-26/2023-07-02,Caucasus and Central Asia,0.4803499328852069,1.169045983998253,0.2327097020867101,Azerbaijan,Afghanistan,0.3752581936549531,0.0552200745052133,0.4087556374498129,0.4127777777777777,0.75,5.734082839949934,True,3.359779527270346,0.69166928735918,2,Chaotic multi-front escalation
2023-07-03/2023-07-09,Caucasus and Central Asia,0.4969888990393032,1.369964141090859,0.2049173345264847,Afghanistan,Kazakhstan,0.90549832247309,0.0166389661540963,0.2009181570926059,0.3111111111111111,0.75,5.560599998633784,True,2.9280472058739453,0.7352629215949282,2,Chaotic multi-front escalation
2023-07-10/2023-07-16,Caucasus and Central Asia,0.6686921863612736,1.1431077273980532,0.157461232643613,Azerbaijan,Afghanistan,0.1688509634600647,0.1717032873219703,-0.2268564136928057,0.2279166666666666,0.5555555555555556,5.004679773633871,True,1.6213050627886054,-0.7283913024827239,0,Contested but quiet
2023-07-17/2023-07-23,Caucasus and Central Asia,0.6605461610750866,1.3449881211766817,0.1859643067788514,Afghanistan,Azerbaijan,0.5748157374950839,-0.008146025286187,0.2018803937786284,0.2320833333333333,0.6388888888888888,5.140661614796109,True,2.037297630117686,0.1481031000580749,0,Contested but quiet
2023-07-24/2023-07-30,Caucasus and Central Asia,0.6026260623588939,1.4911588107417757,0.1956038184329387,Afghanistan,Kazakhstan,1.0144256643796823,-0.0579200987161926,0.146170689565094,0.28875,0.6666666666666666,5.132496997122502,True,2.53683222772766,0.6379113882636933,2,Chaotic multi-front escalation
2023-07-31/2023-08-06,Caucasus and Central Asia,0.601102917103058,1.160135158255828,0.2045581021710766,Afghanistan,Kazakhstan,0.467436053999584,-0.0015231452558359,-0.3310236524859478,0.2693055555555556,0.6388888888888888,5.381035180696012,True,2.6250214702043793,-0.5238910354740843,0,Contested but quiet
2023-08-07/2023-08-13,Caucasus and Central Asia,0.4326502444030587,1.461071000702813,0.2227183908801339,Afghanistan,Georgia,1.2783411129865367,-0.1684526726999992,0.300935842446985,0.4641666666666666,0.8333333333333334,5.853225981004536,True,3.991312099670804,1.3385828275896152,2,Chaotic multi-front escalation
2023-08-14/2023-08-20,Caucasus and Central Asia,0.6781325576540911,1.297671025136236,0.1613942471410827,Afghanistan,Azerbaijan,0.5304682421545803,0.2454823132510323,-0.1633999755665769,0.2401388888888888,0.6111111111111112,4.903188812648248,True,1.7361224272415994,-0.027563513227499063,0,Contested but quiet
2023-08-21/2023-08-27,Caucasus and Central Asia,0.7611137487500694,1.3759620886812898,0.1753457990437426,Azerbaijan,Afghanistan,0.3251558984060061,0.0829811910959783,0.0782910635450537,0.2273611111111111,0.5555555555555556,4.99106716612634,True,1.5606073496451136,-0.14344535607237804,0,Contested but quiet
2023-08-28/2023-09-03,Caucasus and Central Asia,0.8039393578638774,1.5288020154880075,0.1966046703645976,Afghanistan,Armenia,0.630172936818159,0.0428256091138079,0.1528399268067177,0.2147222222222222,0.6388888888888888,4.734650148221212,True,1.8244973133285418,0.3995829128194837,2,Chaotic multi-front escalation
2023-09-04/2023-09-10,Caucasus and Central Asia,0.4978207842819193,1.1677252000246907,0.1985733608818399,Afghanistan,Azerbaijan,0.4935361921397381,-0.306118573581958,-0.3610768154633168,0.335,0.7222222222222222,5.252344327116987,True,3.3686358069606195,-0.9079112447352167,0,Contested but quiet
2023-09-11/2023-09-17,Caucasus and Central Asia,0.7312784684821865,1.2482838309158928,0.1800046371459719,Azerbaijan,Afghanistan,0.2339069586364388,0.2334576842002671,0.080558630891202,0.2320833333333333,0.6388888888888888,5.13201511079737,True,1.7226766031068914,0.021162738824176193,0,Contested but quiet
2023-09-18/2023-09-24,Caucasus and Central Asia,0.8694577740436649,1.920657534073917,0.1472827359611541,Azerbaijan,Afghanistan,1.1596895558832832,0.1381793055614784,0.6723737031580241,0.1670833333333333,0.4722222222222222,4.053596436982843,True,0.5363024414257768,1.4646457324245317,2,Chaotic multi-front escalation
2023-09-25/2023-10-01,Caucasus and Central Asia,0.5353077290792484,1.246991433408441,0.1688167965214381,Afghanistan,Armenia,0.435377133085289,-0.3341500449644164,-0.6736661006654758,0.3205555555555555,0.7222222222222222,5.525830121775562,True,3.1576831776444427,-1.4517471342042305,0,Contested but quiet
2023-10-02/2023-10-08,Caucasus and Central Asia,0.4716012033954845,0.9415210153336246,0.223141823939858,Afghanistan,Kazakhstan,0.400192044962125,-0.0637065256837638,-0.3054704180748164,0.3654166666666666,0.7777777777777778,5.712656745685097,True,3.638554079170709,-0.4784506919059122,0,Contested but quiet
2023-10-09/2023-10-15,Caucasus and Central Asia,0.7040890429218682,1.596504255546091,0.2338839548902843,Afghanistan,Kazakhstan,0.3564847041184571,0.2324878395263837,0.6549832402124665,0.2806944444444444,0.6944444444444444,5.567531470439383,True,2.173348588430456,1.2684551756531477,2,Chaotic multi-front escalation
2023-10-16/2023-10-22,Caucasus and Central Asia,0.5123692370342569,1.6773799383002028,0.2319024476593094,Afghanistan,Kazakhstan,1.4092660202250211,-0.1917198058876114,0.0808756827541117,0.3463888888888889,0.7777777777777778,5.736212708064812,True,3.526071648916181,1.1112513100347363,2,Chaotic multi-front escalation
2023-10-23/2023-10-29,Caucasus and Central Asia,0.5676517178213553,1.1631171530283622,0.2477293422923097,Afghanistan,Kazakhstan,0.3416491321679618,0.0552824807870984,-0.5142627852718407,0.3483333333333334,0.7777777777777778,5.607985234586173,True,3.582169810966257,-0.36894670198677065,0,Contested but quiet
2023-10-30/2023-11-05,Caucasus and Central Asia,0.3836056197857843,1.5125724351624783,0.2179630366407414,Afghanistan,Tajikistan,1.3800817458143342,-0.1840460980355709,0.3494552821341161,0.4673611111111111,0.8333333333333334,5.897889677732391,True,4.024100973144459,1.4523892405106595,2,Chaotic multi-front escalation
2023-11-06/2023-11-12,Caucasus and Central Asia,0.5836446857048467,1.1083227954197898,0.2413157908881877,Afghanistan,Kazakhstan,0.172228730361737,0.2000390659190624,-0.4042496397426884,0.3438888888888888,0.8055555555555556,5.799758768430525,True,3.379364247579369,-0.21544421353180432,0,Contested but quiet
2023-11-13/2023-11-19,Caucasus and Central Asia,0.8016900467120406,1.905053703413168,0.2694884694096666,Afghanistan,Kazakhstan,0.3189576961994309,0.2180453610071938,0.7967309079933782,0.4140277777777778,0.6666666666666666,5.83720542184995,True,2.597413545875154,1.9110001442122488,2,Chaotic multi-front escalation
2023-11-20/2023-11-26,Caucasus and Central Asia,0.5702196698411043,1.719453454365037,0.2144943262939742,Afghanistan,Kazakhstan,1.2557454176068004,-0.2314703768709363,-0.185600249048131,0.31125,0.75,5.516048819736154,True,3.242470936339188,0.49280978728285313,2,Chaotic multi-front escalation
2023-11-27/2023-12-03,Caucasus and Central Asia,0.5564789268834259,1.6923331663764498,0.2328045360149744,Afghanistan,Kazakhstan,1.3859050685097616,-0.0137407429576783,-0.0271202879885872,0.3952777777777778,0.7777777777777778,5.628561833667034,True,3.534956922260555,1.3647443004806439,2,Chaotic multi-front escalation
2023-12-04/2023-12-10,Caucasus and Central Asia,0.46050433538115,1.1229505416824332,0.2767801795269101,Afghanistan,Kazakhstan,0.491760239644939,-0.0959745915022759,-0.5693826246940166,0.38,0.8055555555555556,5.7561176205592535,True,4.294023325890557,-0.4017000649151505,0,Contested but quiet
2023-12-11/2023-12-17,Caucasus and Central Asia,0.6473588863008028,1.3530521890968614,0.2092277026178893,Kazakhstan,Afghanistan,0.0971961517166883,0.1868545509196528,0.2301016474144281,0.2643055555555555,0.6388888888888888,5.343057392009309,True,2.1020208370571782,0.15156571788823942,0,Contested but quiet
2023-12-18/2023-12-24,Caucasus and Central Asia,0.8667612109370313,1.6569912031216478,0.2386441176377133,Afghanistan,Kazakhstan,0.1140744224344214,0.2194023246362284,0.3039390140247864,0.2519444444444444,0.6666666666666666,5.44456926681226,True,1.9477854625717297,0.6734871870090144,2,Chaotic multi-front escalation
2023-12-25/2023-12-31,Caucasus and Central Asia,0.5312827814124048,1.299455459645793,0.2668840255240119,Kazakhstan,Afghanistan,0.4324126099948758,-0.3354784295246265,-0.3575357434758548,0.3505555555555555,0.7777777777777778,5.802089437646517,True,4.021967485309041,-0.5931672326953766,0,Contested but quiet
2024-01-01/2024-01-07,Caucasus and Central Asia,0.8788349762336597,2.2189631904488265,0.2795766297391353,Afghanistan,Kazakhstan,0.8670893639739059,0.3475521948212549,0.9195077308030336,0.3673611111111111,0.7777777777777778,5.799082326919152,True,2.5178494230867403,3.022999752275627,2,Chaotic multi-front escalation
2024-01-08/2024-01-14,Caucasus and Central Asia,0.8031348029196547,1.927026903882983,0.2453422031144952,Afghanistan,Kazakhstan,0.7817497287243287,-0.075700173314005,-0.2919362865658435,0.2727777777777778,0.75,5.483218742085383,True,2.854253638033945,0.4167890929999102,2,Chaotic multi-front escalation
2024-01-15/2024-01-21,Caucasus and Central Asia,0.9309244957446948,1.937199409874632,0.2288409666634594,Afghanistan,Kazakhstan,0.0221045566334887,0.12778969282504,0.0101725059916488,0.34375,0.7222222222222222,5.764815837899697,True,2.3291196147537856,0.42742505881680354,2,Chaotic multi-front escalation
2024-01-22/2024-01-28,Caucasus and Central Asia,0.5207217341054827,1.3035367743064987,0.2380115353242345,Afghanistan,Kazakhstan,0.622562532681223,-0.410202761639212,-0.6336626355681332,0.3340277777777778,0.75,5.411941232318378,True,3.8929046124627082,-1.0004190604937853,0,Contested but quiet
2024-01-29/2024-02-04,Caucasus and Central Asia,0.3603838053076612,0.8550359223679045,0.2493572925334185,Kazakhstan,Afghanistan,0.2192698478435788,-0.1603379287978215,-0.4485008519385942,0.4434722222222222,0.9166666666666666,5.859307957626159,True,4.676459142842678,-0.7249152957626299,0,Contested but quiet
2024-02-05/2024-02-11,Caucasus and Central Asia,0.6044546199817438,1.4567031769491925,0.2592334209310205,Afghanistan,Kazakhstan,0.5926767635814185,0.2440708146740825,0.601667254581288,0.3272222222222222,0.75,5.555322754532806,True,2.86029680924488,1.5721641203869934,2,Chaotic multi-front escalation
2024-02-12/2024-02-18,Caucasus and Central Asia,0.3317336927853163,0.7328559471513006,0.2248722878141995,Kazakhstan,Afghanistan,0.155829977053264,-0.2727209271964275,-0.7238472297978918,0.4261111111111111,0.8611111111111112,5.795616591016353,True,4.562680802215589,-1.514065691229399,0,Contested but quiet
2024-02-19/2024-02-25,Caucasus and Central Asia,0.8264752798127584,1.614724067862677,0.2003806053216436,Kazakhstan,Afghanistan,0.2250329024344501,0.4947415870274421,0.8818681207113764,0.2641666666666666,0.6111111111111112,5.402746846463678,True,1.187666391167608,1.652942048327156,2,Chaotic multi-front escalation
2024-02-26/2024-03-03,Caucasus and Central Asia,0.2984908028497248,0.6315654483949658,0.2200436758817614,Kazakhstan,Afghanistan,0.1203005862894973,-0.5279844769630335,-0.9831586194677112,0.4634722222222222,0.8888888888888888,5.828965829684938,True,5.081110083080824,-2.236445855306413,0,Contested but quiet
2024-03-04/2024-03-10,Caucasus and Central Asia,0.4933514724421688,1.1003424060734632,0.2208658516089255,Afghanistan,Kazakhstan,0.488072098896728,0.1948606695924439,0.4687769576784975,0.3098611111111111,0.7222222222222222,5.582416962907164,True,2.7399429166726343,0.8195878382018371,2,Chaotic multi-front escalation
2024-03-11/2024-03-17,Caucasus and Central Asia,0.4227510797535924,1.0117253020788013,0.2150539195131293,Afghanistan,Kazakhstan,0.3876782026996328,-0.0706003926885763,-0.0886171039946619,0.3704166666666666,0.75,5.783279584100502,True,3.493329326890346,-0.2987080667385727,0,Contested but quiet
2024-03-18/2024-03-24,Caucasus and Central Asia,0.8027472341350452,2.043089841375368,0.267929857815698,Afghanistan,Kazakhstan,0.910130590487774,0.3799961543814528,1.031364539296567,0.2370833333333333,0.6944444444444444,5.328204687955399,True,1.8823366091645701,2.786440464164099,2,Chaotic multi-front escalation
2024-03-25/2024-03-31,Caucasus and Central Asia,0.5259267280516577,1.433413461522465,0.269034409255685,Afghanistan,Kazakhstan,0.7330971737558148,-0.2768205060833875,-0.6096763798529032,0.3545833333333333,0.8055555555555556,5.687547099181521,True,4.190943109632617,-0.3928315019542619,0,Contested but quiet
2024-04-01/2024-04-07,Caucasus and Central Asia,0.9367725751451096,1.509212269942634,0.1685355372712412,Afghanistan,Kazakhstan,0.3987265818702781,0.4108458470934519,0.075798808420169,0.1109722222222222,0.5277777777777778,3.945246071442776,True,0.5476094327905072,0.34354440771865064,3,Calm / steady-ranking
2024-04-08/2024-04-14,Caucasus and Central Asia,0.807717003712439,1.1588207675262985,0.1949204660756511,Armenia,Kazakhstan,0.1794045204166741,-0.1290555714326706,-0.3503915024163355,0.1609722222222222,0.5277777777777778,4.641095482197914,True,1.7466457614853004,-1.2317795141726087,0,Contested but quiet
2024-04-15/2024-04-21,Caucasus and Central Asia,0.3833032932830763,0.581828562824714,0.2049938651878493,Georgia,Afghanistan,0.0619367909192285,-0.4244137104293627,-0.5769922047015845,0.3927777777777778,0.8055555555555556,5.775671670783532,True,4.189903620076279,-1.896157460830934,0,Contested but quiet
2024-04-22/2024-04-28,Caucasus and Central Asia,0.8874617805827583,1.623652230364991,0.1855503529837115,Armenia,Afghanistan,0.4604627695211842,0.504158487299682,1.041823667540277,0.20875,0.4722222222222222,4.558081512923875,True,0.47096341594780716,1.8603955965940173,2,Chaotic multi-front escalation
2024-04-29/2024-05-05,Caucasus and Central Asia,0.2972208501737307,0.6253560020608349,0.2256451043597125,Afghanistan,Armenia,0.0380244481399728,-0.5902409304090275,-0.998296228304156,0.5555555555555556,0.8888888888888888,5.877944757499568,True,5.482124199176108,-2.252903955788912,0,Contested but quiet
2024-05-06/2024-05-12,Caucasus and Central Asia,0.901213103813952,1.3022902565529244,0.1916070975156852,Afghanistan,Georgia,0.4069825773628009,0.6039922536402211,0.6769342544920895,0.2183333333333333,0.6666666666666666,4.946691244672135,True,1.0828983947864927,1.6084883773474001,2,Chaotic multi-front escalation
2024-05-13/2024-05-19,Caucasus and Central Asia,0.901186140011323,1.3677939484409436,0.1635315695000143,Afghanistan,Armenia,0.199408462698434,-2.6963802628898748e-05,0.0655036918880191,0.1090277777777777,0.4444444444444444,3.418883193601325,True,0.705418614153142,-0.6779471675976476,0,Contested but quiet
2024-05-20/2024-05-26,Caucasus and Central Asia,0.8251847789786099,1.5407339011988292,0.1762003579490056,Afghanistan,Kazakhstan,0.1117072931962783,-0.0760013610327131,0.1729399527578856,0.2216666666666666,0.5,4.795690463819074,True,1.3648816163101034,-0.4409874436046293,0,Contested but quiet
2024-05-27/2024-06-02,Caucasus and Central Asia,0.4887138188644369,0.8562032787360248,0.240701291637929,Afghanistan,Kazakhstan,0.0586311356624044,-0.3364709601141729,-0.6845306224628045,0.38875,0.8333333333333334,5.796924711375764,True,4.293297965506088,-1.549179522415009,0,Contested but quiet
2024-06-03/2024-06-09,Caucasus and Central Asia,0.573936356484853,1.3980432911564993,0.2283452733263155,Afghanistan,Armenia,0.9621121406377776,0.085222537620416,0.5418400124204745,0.3765277777777778,0.75,5.697485681714486,True,3.0440253316251717,1.5473293778172812,2,Chaotic multi-front escalation
2024-06-10/2024-06-16,Caucasus and Central Asia,0.5644876913956671,1.4717290183544471,0.1843202449184007,Afghanistan,Kazakhstan,0.7891804670612164,-0.0094486650891858,0.0736857271979478,0.2325,0.6111111111111112,4.845934771209036,True,2.147655083881735,0.19055925012301062,0,Contested but quiet
2024-06-17/2024-06-23,Caucasus and Central Asia,0.5288459927411135,1.5151538512960017,0.2244689736802482,Afghanistan,Kazakhstan,0.7110644155491176,-0.0356416986545535,0.0434248329415545,0.3297222222222222,0.6944444444444444,5.699861113593813,True,3.0289232456555624,0.4300597131753227,2,Chaotic multi-front escalation
2024-06-24/2024-06-30,Caucasus and Central Asia,0.734046533287932,1.9844737770050884,0.2274116893111882,Afghanistan,Kazakhstan,1.5683046024412906,0.2052005405468184,0.4693199257090867,0.2463888888888888,0.6388888888888888,5.282240090192645,True,2.0488448646058757,2.287549689632026,2,Chaotic multi-front escalation
2024-07-01/2024-07-07,Caucasus and Central Asia,0.6884237620652157,1.8340167751970693,0.2208001240260236,Afghanistan,Kazakhstan,0.9988294684084764,-0.0456227712227162,-0.1504570018080191,0.2995833333333333,0.7222222222222222,5.606677114226763,True,2.8112775793306795,0.6646963739192455,2,Chaotic multi-front escalation
